,Currency,Curve,Close Date,Forward Start Date,Forward Start Date Index,Maturity,Implied
4224,AUD,AUD_6M,23/02/1994,21/12/1994,2,3Y,0.070283703
4225,AUD,AUD_6M,23/02/1994,21/12/1994,2,5Y,0.072460108
4226,AUD,AUD_6M,23/02/1994,21/12/1994,2,7Y,0.073301221
4227,AUD,AUD_6M,23/02/1994,21/12/1994,2,10Y,0.074100929
4229,AUD,AUD_6M,23/02/1994,21/12/1994,2,30Y,0.073593693
4230,AUD,AUD_6M,24/02/1994,25/02/1994,0,3Y,0.064830082
4231,AUD,AUD_6M,24/02/1994,25/02/1994,0,5Y,0.069407844
4232,AUD,AUD_6M,24/02/1994,25/02/1994,0,7Y,0.071403473
4233,AUD,AUD_6M,24/02/1994,25/02/1994,0,10Y,0.072905433
4235,AUD,AUD_6M,24/02/1994,25/02/1994,0,30Y,0.073418504
4236,AUD,AUD_6M,24/02/1994,15/06/1994,1,3Y,0.067689994
4237,AUD,AUD_6M,24/02/1994,15/06/1994,1,5Y,0.071323969
4238,AUD,AUD_6M,24/02/1994,15/06/1994,1,7Y,0.072859022
4239,AUD,AUD_6M,24/02/1994,15/06/1994,1,10Y,0.0739559
4241,AUD,AUD_6M,24/02/1994,15/06/1994,1,30Y,0.074034312
4242,AUD,AUD_6M,24/02/1994,21/12/1994,2,3Y,0.071904465
4243,AUD,AUD_6M,24/02/1994,21/12/1994,2,5Y,0.074151104
4244,AUD,AUD_6M,24/02/1994,21/12/1994,2,7Y,0.075026538
4245,AUD,AUD_6M,24/02/1994,21/12/1994,2,10Y,0.075496017
4247,AUD,AUD_6M,24/02/1994,21/12/1994,2,30Y,0.074938154
4248,AUD,AUD_6M,25/02/1994,28/02/1994,0,3Y,0.065831
4249,AUD,AUD_6M,25/02/1994,28/02/1994,0,5Y,0.070501018
4250,AUD,AUD_6M,25/02/1994,28/02/1994,0,7Y,0.072596733
4251,AUD,AUD_6M,25/02/1994,28/02/1994,0,10Y,0.07429924
4253,AUD,AUD_6M,25/02/1994,28/02/1994,0,30Y,0.074857358
4254,AUD,AUD_6M,25/02/1994,15/06/1994,1,3Y,0.068764666
4255,AUD,AUD_6M,25/02/1994,15/06/1994,1,5Y,0.072472073
4256,AUD,AUD_6M,25/02/1994,15/06/1994,1,7Y,0.074107638
4257,AUD,AUD_6M,25/02/1994,15/06/1994,1,10Y,0.075393057
4259,AUD,AUD_6M,25/02/1994,15/06/1994,1,30Y,0.075506265
4260,AUD,AUD_6M,25/02/1994,21/12/1994,2,3Y,0.073193626
4261,AUD,AUD_6M,25/02/1994,21/12/1994,2,5Y,0.075431689
4262,AUD,AUD_6M,25/02/1994,21/12/1994,2,7Y,0.076406427
4263,AUD,AUD_6M,25/02/1994,21/12/1994,2,10Y,0.077027656
4265,AUD,AUD_6M,25/02/1994,21/12/1994,2,30Y,0.076473803
4266,AUD,AUD_6M,28/02/1994,01/03/1994,0,3Y,0.064611
4267,AUD,AUD_6M,28/02/1994,01/03/1994,0,5Y,0.069104836
4268,AUD,AUD_6M,28/02/1994,01/03/1994,0,7Y,0.071501171
4269,AUD,AUD_6M,28/02/1994,01/03/1994,0,10Y,0.073304297
4271,AUD,AUD_6M,28/02/1994,01/03/1994,0,30Y,0.073878846
4272,AUD,AUD_6M,28/02/1994,15/06/1994,1,3Y,0.067279988
4273,AUD,AUD_6M,28/02/1994,15/06/1994,1,5Y,0.070984087
4274,AUD,AUD_6M,28/02/1994,15/06/1994,1,7Y,0.072954178
4275,AUD,AUD_6M,28/02/1994,15/06/1994,1,10Y,0.074336197
4277,AUD,AUD_6M,28/02/1994,15/06/1994,1,30Y,0.074486436
4278,AUD,AUD_6M,28/02/1994,21/12/1994,2,3Y,0.071480044
4279,AUD,AUD_6M,28/02/1994,21/12/1994,2,5Y,0.073961424
4280,AUD,AUD_6M,28/02/1994,21/12/1994,2,7Y,0.075245263
4281,AUD,AUD_6M,28/02/1994,21/12/1994,2,10Y,0.075942531
4283,AUD,AUD_6M,28/02/1994,21/12/1994,2,30Y,0.075432751
4284,AUD,AUD_6M,01/03/1994,02/03/1994,0,3Y,0.066008726
4285,AUD,AUD_6M,01/03/1994,02/03/1994,0,5Y,0.068405889
4286,AUD,AUD_6M,01/03/1994,02/03/1994,0,7Y,0.072701205
4287,AUD,AUD_6M,01/03/1994,02/03/1994,0,10Y,0.073502892
4289,AUD,AUD_6M,01/03/1994,02/03/1994,0,30Y,0.07400267
4290,AUD,AUD_6M,01/03/1994,15/06/1994,1,3Y,0.068257096
4291,AUD,AUD_6M,01/03/1994,15/06/1994,1,5Y,0.07047958
4292,AUD,AUD_6M,01/03/1994,15/06/1994,1,7Y,0.074246936
4293,AUD,AUD_6M,01/03/1994,15/06/1994,1,10Y,0.074532851
4295,AUD,AUD_6M,01/03/1994,15/06/1994,1,30Y,0.074608426
4296,AUD,AUD_6M,01/03/1994,21/12/1994,2,3Y,0.071006183
4297,AUD,AUD_6M,01/03/1994,21/12/1994,2,5Y,0.074180679
4298,AUD,AUD_6M,01/03/1994,21/12/1994,2,7Y,0.076672229
4299,AUD,AUD_6M,01/03/1994,21/12/1994,2,10Y,0.076178563
4301,AUD,AUD_6M,01/03/1994,21/12/1994,2,30Y,0.075576914
4302,AUD,AUD_6M,02/03/1994,03/03/1994,0,3Y,0.067070885
4303,AUD,AUD_6M,02/03/1994,03/03/1994,0,5Y,0.071614823
4304,AUD,AUD_6M,02/03/1994,03/03/1994,0,7Y,0.073708831
4305,AUD,AUD_6M,02/03/1994,03/03/1994,0,10Y,0.075509799
4307,AUD,AUD_6M,02/03/1994,03/03/1994,0,30Y,0.076087295
4308,AUD,AUD_6M,02/03/1994,15/06/1994,1,3Y,0.069943033
4309,AUD,AUD_6M,02/03/1994,15/06/1994,1,5Y,0.07356689
4310,AUD,AUD_6M,02/03/1994,15/06/1994,1,7Y,0.075207153
4311,AUD,AUD_6M,02/03/1994,15/06/1994,1,10Y,0.076599837
4313,AUD,AUD_6M,02/03/1994,15/06/1994,1,30Y,0.076736161
4314,AUD,AUD_6M,02/03/1994,21/12/1994,2,3Y,0.074216463
4315,AUD,AUD_6M,02/03/1994,21/12/1994,2,5Y,0.076548098
4316,AUD,AUD_6M,02/03/1994,21/12/1994,2,7Y,0.077540987
4317,AUD,AUD_6M,02/03/1994,21/12/1994,2,10Y,0.078261766
4319,AUD,AUD_6M,02/03/1994,21/12/1994,2,30Y,0.077726597
4320,AUD,AUD_6M,03/03/1994,04/03/1994,0,3Y,0.066347196
4321,AUD,AUD_6M,03/03/1994,04/03/1994,0,5Y,0.070705992
4322,AUD,AUD_6M,03/03/1994,04/03/1994,0,7Y,0.072503129
4323,AUD,AUD_6M,03/03/1994,04/03/1994,0,10Y,0.074304608
4325,AUD,AUD_6M,03/03/1994,04/03/1994,0,30Y,0.074857043
4326,AUD,AUD_6M,03/03/1994,15/06/1994,1,3Y,0.069173313
4327,AUD,AUD_6M,03/03/1994,15/06/1994,1,5Y,0.072579468
4328,AUD,AUD_6M,03/03/1994,15/06/1994,1,7Y,0.073945247
4329,AUD,AUD_6M,03/03/1994,15/06/1994,1,10Y,0.075359759
4331,AUD,AUD_6M,03/03/1994,15/06/1994,1,30Y,0.075480638
4332,AUD,AUD_6M,03/03/1994,21/12/1994,2,3Y,0.073378759
4333,AUD,AUD_6M,03/03/1994,21/12/1994,2,5Y,0.075419021
4334,AUD,AUD_6M,03/03/1994,21/12/1994,2,7Y,0.076204702
4335,AUD,AUD_6M,03/03/1994,21/12/1994,2,10Y,0.076975355
4337,AUD,AUD_6M,03/03/1994,21/12/1994,2,30Y,0.076436792
4338,AUD,AUD_6M,04/03/1994,07/03/1994,0,3Y,0.068778738
4339,AUD,AUD_6M,04/03/1994,07/03/1994,0,5Y,0.07330312
4340,AUD,AUD_6M,04/03/1994,07/03/1994,0,7Y,0.075400366
4341,AUD,AUD_6M,04/03/1994,07/03/1994,0,10Y,0.077103097
4343,AUD,AUD_6M,04/03/1994,07/03/1994,0,30Y,0.077682592
4344,AUD,AUD_6M,04/03/1994,15/06/1994,1,3Y,0.07179749
4345,AUD,AUD_6M,04/03/1994,15/06/1994,1,5Y,0.075324106
4346,AUD,AUD_6M,04/03/1994,15/06/1994,1,7Y,0.076954414
4347,AUD,AUD_6M,04/03/1994,15/06/1994,1,10Y,0.078237934
4349,AUD,AUD_6M,04/03/1994,15/06/1994,1,30Y,0.078364502
4350,AUD,AUD_6M,04/03/1994,21/12/1994,2,3Y,0.076341503
4351,AUD,AUD_6M,04/03/1994,21/12/1994,2,5Y,0.078533923
4352,AUD,AUD_6M,04/03/1994,21/12/1994,2,7Y,0.079445407
4353,AUD,AUD_6M,04/03/1994,21/12/1994,2,10Y,0.080030726
4355,AUD,AUD_6M,04/03/1994,21/12/1994,2,30Y,0.079441674
4356,AUD,AUD_6M,07/03/1994,08/03/1994,0,3Y,0.067461
4357,AUD,AUD_6M,07/03/1994,08/03/1994,0,5Y,0.071904229
4358,AUD,AUD_6M,07/03/1994,08/03/1994,0,7Y,0.074100711
4359,AUD,AUD_6M,07/03/1994,08/03/1994,0,10Y,0.07580404
4361,AUD,AUD_6M,07/03/1994,08/03/1994,0,30Y,0.076375108
4362,AUD,AUD_6M,07/03/1994,15/06/1994,1,3Y,0.070274359
4363,AUD,AUD_6M,07/03/1994,15/06/1994,1,5Y,0.073815133
4364,AUD,AUD_6M,07/03/1994,15/06/1994,1,7Y,0.07557272
4365,AUD,AUD_6M,07/03/1994,15/06/1994,1,10Y,0.076869267
4367,AUD,AUD_6M,07/03/1994,15/06/1994,1,30Y,0.077010458
4368,AUD,AUD_6M,07/03/1994,21/12/1994,2,3Y,0.074722851
4369,AUD,AUD_6M,07/03/1994,21/12/1994,2,5Y,0.076941086
4370,AUD,AUD_6M,07/03/1994,21/12/1994,2,7Y,0.077988262
4371,AUD,AUD_6M,07/03/1994,21/12/1994,2,10Y,0.078593838
4373,AUD,AUD_6M,07/03/1994,21/12/1994,2,30Y,0.078039581
4374,AUD,AUD_6M,08/03/1994,09/03/1994,0,3Y,0.066449499
4375,AUD,AUD_6M,08/03/1994,09/03/1994,0,5Y,0.071008123
4376,AUD,AUD_6M,08/03/1994,09/03/1994,0,7Y,0.073604553
4377,AUD,AUD_6M,08/03/1994,09/03/1994,0,10Y,0.074806036
4379,AUD,AUD_6M,08/03/1994,09/03/1994,0,30Y,0.075320701
4380,AUD,AUD_6M,08/03/1994,15/06/1994,1,3Y,0.069116466
4381,AUD,AUD_6M,08/03/1994,15/06/1994,1,5Y,0.072894447
4382,AUD,AUD_6M,08/03/1994,15/06/1994,1,7Y,0.075021313
4383,AUD,AUD_6M,08/03/1994,15/06/1994,1,10Y,0.075813702
4385,AUD,AUD_6M,08/03/1994,15/06/1994,1,30Y,0.075917619
4386,AUD,AUD_6M,08/03/1994,21/12/1994,2,3Y,0.073525519
4387,AUD,AUD_6M,08/03/1994,21/12/1994,2,5Y,0.076168672
4388,AUD,AUD_6M,08/03/1994,21/12/1994,2,7Y,0.077405889
4389,AUD,AUD_6M,08/03/1994,21/12/1994,2,10Y,0.077506664
4391,AUD,AUD_6M,08/03/1994,21/12/1994,2,30Y,0.076921163
4392,AUD,AUD_6M,09/03/1994,10/03/1994,0,3Y,0.06829219
4393,AUD,AUD_6M,09/03/1994,10/03/1994,0,5Y,0.073115684
4394,AUD,AUD_6M,09/03/1994,10/03/1994,0,7Y,0.075609512
4395,AUD,AUD_6M,09/03/1994,10/03/1994,0,10Y,0.077010154
4397,AUD,AUD_6M,09/03/1994,10/03/1994,0,30Y,0.077565893
4398,AUD,AUD_6M,09/03/1994,15/06/1994,1,3Y,0.071174347
4399,AUD,AUD_6M,09/03/1994,15/06/1994,1,5Y,0.075124133
4400,AUD,AUD_6M,09/03/1994,15/06/1994,1,7Y,0.077124966
4401,AUD,AUD_6M,09/03/1994,15/06/1994,1,10Y,0.078107157
4403,AUD,AUD_6M,09/03/1994,15/06/1994,1,30Y,0.078223549
4404,AUD,AUD_6M,09/03/1994,21/12/1994,2,3Y,0.075801508
4405,AUD,AUD_6M,09/03/1994,21/12/1994,2,5Y,0.078450555
4406,AUD,AUD_6M,09/03/1994,21/12/1994,2,7Y,0.079603364
4407,AUD,AUD_6M,09/03/1994,21/12/1994,2,10Y,0.079878637
4409,AUD,AUD_6M,09/03/1994,21/12/1994,2,30Y,0.079286755
4410,AUD,AUD_6M,10/03/1994,11/03/1994,0,3Y,0.06939836
4411,AUD,AUD_6M,10/03/1994,11/03/1994,0,5Y,0.074006757
4412,AUD,AUD_6M,10/03/1994,11/03/1994,0,7Y,0.076503614
4413,AUD,AUD_6M,10/03/1994,11/03/1994,0,10Y,0.077804925
4415,AUD,AUD_6M,10/03/1994,11/03/1994,0,30Y,0.07834984
4416,AUD,AUD_6M,10/03/1994,15/06/1994,1,3Y,0.072337414
4417,AUD,AUD_6M,10/03/1994,15/06/1994,1,5Y,0.076032156
4418,AUD,AUD_6M,10/03/1994,15/06/1994,1,7Y,0.07803524
4419,AUD,AUD_6M,10/03/1994,15/06/1994,1,10Y,0.078915125
4421,AUD,AUD_6M,10/03/1994,15/06/1994,1,30Y,0.079017712
4422,AUD,AUD_6M,10/03/1994,21/12/1994,2,3Y,0.076992907
4423,AUD,AUD_6M,10/03/1994,21/12/1994,2,5Y,0.079427523
4424,AUD,AUD_6M,10/03/1994,21/12/1994,2,7Y,0.080552072
4425,AUD,AUD_6M,10/03/1994,21/12/1994,2,10Y,0.080721486
4427,AUD,AUD_6M,10/03/1994,21/12/1994,2,30Y,0.080105861
4428,AUD,AUD_6M,11/03/1994,14/03/1994,0,3Y,0.068271093
4429,AUD,AUD_6M,11/03/1994,14/03/1994,0,5Y,0.073003748
4430,AUD,AUD_6M,11/03/1994,14/03/1994,0,7Y,0.076001307
4431,AUD,AUD_6M,11/03/1994,14/03/1994,0,10Y,0.077103409
4433,AUD,AUD_6M,11/03/1994,14/03/1994,0,30Y,0.0776398
4434,AUD,AUD_6M,11/03/1994,15/06/1994,1,3Y,0.071082575
4435,AUD,AUD_6M,11/03/1994,15/06/1994,1,5Y,0.074941993
4436,AUD,AUD_6M,11/03/1994,15/06/1994,1,7Y,0.077477768
4437,AUD,AUD_6M,11/03/1994,15/06/1994,1,10Y,0.078150797
4439,AUD,AUD_6M,11/03/1994,15/06/1994,1,30Y,0.078268436
4440,AUD,AUD_6M,11/03/1994,21/12/1994,2,3Y,0.075951429
4441,AUD,AUD_6M,11/03/1994,21/12/1994,2,5Y,0.078499435
4442,AUD,AUD_6M,11/03/1994,21/12/1994,2,7Y,0.080030361
4443,AUD,AUD_6M,11/03/1994,21/12/1994,2,10Y,0.079962081
4445,AUD,AUD_6M,11/03/1994,21/12/1994,2,30Y,0.079355483
4446,AUD,AUD_6M,14/03/1994,15/03/1994,0,3Y,0.066951
4447,AUD,AUD_6M,14/03/1994,15/03/1994,0,5Y,0.071804994
4448,AUD,AUD_6M,14/03/1994,15/03/1994,0,7Y,0.0748013
4449,AUD,AUD_6M,14/03/1994,15/03/1994,0,10Y,0.076304111
4451,AUD,AUD_6M,14/03/1994,15/03/1994,0,30Y,0.076898286
4452,AUD,AUD_6M,14/03/1994,15/06/1994,1,3Y,0.069573054
4453,AUD,AUD_6M,14/03/1994,15/06/1994,1,5Y,0.07368198
4454,AUD,AUD_6M,14/03/1994,15/06/1994,1,7Y,0.076237377
4455,AUD,AUD_6M,14/03/1994,15/06/1994,1,10Y,0.077319955
4457,AUD,AUD_6M,14/03/1994,15/06/1994,1,30Y,0.077506078
4458,AUD,AUD_6M,14/03/1994,21/12/1994,2,3Y,0.074329415
4459,AUD,AUD_6M,14/03/1994,21/12/1994,2,5Y,0.077194052
4460,AUD,AUD_6M,14/03/1994,21/12/1994,2,7Y,0.078822424
4461,AUD,AUD_6M,14/03/1994,21/12/1994,2,10Y,0.079142939
4463,AUD,AUD_6M,14/03/1994,21/12/1994,2,30Y,0.078597407
4464,AUD,AUD_6M,15/03/1994,16/03/1994,0,3Y,0.068589893
4465,AUD,AUD_6M,15/03/1994,16/03/1994,0,5Y,0.07310863
4466,AUD,AUD_6M,15/03/1994,16/03/1994,0,7Y,0.076404628
4467,AUD,AUD_6M,15/03/1994,16/03/1994,0,10Y,0.078006178
4469,AUD,AUD_6M,15/03/1994,16/03/1994,0,30Y,0.078632464
4470,AUD,AUD_6M,15/03/1994,15/06/1994,1,3Y,0.071361316
4471,AUD,AUD_6M,15/03/1994,15/06/1994,1,5Y,0.07502172
4472,AUD,AUD_6M,15/03/1994,15/06/1994,1,7Y,0.077904162
4473,AUD,AUD_6M,15/03/1994,15/06/1994,1,10Y,0.07906496
4475,AUD,AUD_6M,15/03/1994,15/06/1994,1,30Y,0.079271862
4476,AUD,AUD_6M,15/03/1994,21/12/1994,2,3Y,0.076342147
4477,AUD,AUD_6M,15/03/1994,21/12/1994,2,5Y,0.078694236
4478,AUD,AUD_6M,15/03/1994,21/12/1994,2,7Y,0.080616535
4479,AUD,AUD_6M,15/03/1994,21/12/1994,2,10Y,0.080972653
4481,AUD,AUD_6M,15/03/1994,21/12/1994,2,30Y,0.080424765
4482,AUD,AUD_6M,16/03/1994,17/03/1994,0,3Y,0.066973097
4483,AUD,AUD_6M,16/03/1994,17/03/1994,0,5Y,0.071516251
4484,AUD,AUD_6M,16/03/1994,17/03/1994,0,7Y,0.074509936
4485,AUD,AUD_6M,16/03/1994,17/03/1994,0,10Y,0.076210473
4487,AUD,AUD_6M,16/03/1994,17/03/1994,0,30Y,0.076822396
4488,AUD,AUD_6M,16/03/1994,15/06/1994,1,3Y,0.069535345
4489,AUD,AUD_6M,16/03/1994,15/06/1994,1,5Y,0.073283818
4490,AUD,AUD_6M,16/03/1994,15/06/1994,1,7Y,0.0758865
4491,AUD,AUD_6M,16/03/1994,15/06/1994,1,10Y,0.077186847
4493,AUD,AUD_6M,16/03/1994,15/06/1994,1,30Y,0.077406114
4494,AUD,AUD_6M,16/03/1994,21/12/1994,2,3Y,0.074261172
4495,AUD,AUD_6M,16/03/1994,21/12/1994,2,5Y,0.076710026
4496,AUD,AUD_6M,16/03/1994,21/12/1994,2,7Y,0.078455864
4497,AUD,AUD_6M,16/03/1994,21/12/1994,2,10Y,0.078990176
4499,AUD,AUD_6M,16/03/1994,21/12/1994,2,30Y,0.078485725
4500,AUD,AUD_6M,17/03/1994,18/03/1994,0,3Y,0.067568063
4501,AUD,AUD_6M,17/03/1994,18/03/1994,0,5Y,0.072106557
4502,AUD,AUD_6M,17/03/1994,18/03/1994,0,7Y,0.075303443
4503,AUD,AUD_6M,17/03/1994,18/03/1994,0,10Y,0.076904774
4505,AUD,AUD_6M,17/03/1994,18/03/1994,0,30Y,0.077521494
4506,AUD,AUD_6M,17/03/1994,15/06/1994,1,3Y,0.070123708
4507,AUD,AUD_6M,17/03/1994,15/06/1994,1,5Y,0.073941039
4508,AUD,AUD_6M,17/03/1994,15/06/1994,1,7Y,0.07671854
4509,AUD,AUD_6M,17/03/1994,15/06/1994,1,10Y,0.077904813
4511,AUD,AUD_6M,17/03/1994,15/06/1994,1,30Y,0.078121383
4512,AUD,AUD_6M,17/03/1994,21/12/1994,2,3Y,0.074746453
4513,AUD,AUD_6M,17/03/1994,21/12/1994,2,5Y,0.077508932
4514,AUD,AUD_6M,17/03/1994,21/12/1994,2,7Y,0.079351459
4515,AUD,AUD_6M,17/03/1994,21/12/1994,2,10Y,0.079752238
4517,AUD,AUD_6M,17/03/1994,21/12/1994,2,30Y,0.079231394
4518,AUD,AUD_6M,18/03/1994,21/03/1994,0,3Y,0.06827001
4519,AUD,AUD_6M,18/03/1994,21/03/1994,0,5Y,0.072803585
4520,AUD,AUD_6M,18/03/1994,21/03/1994,0,7Y,0.075701071
4521,AUD,AUD_6M,18/03/1994,21/03/1994,0,10Y,0.077303439
4523,AUD,AUD_6M,18/03/1994,21/03/1994,0,30Y,0.077908007
4524,AUD,AUD_6M,18/03/1994,15/06/1994,1,3Y,0.070817622
4525,AUD,AUD_6M,18/03/1994,15/06/1994,1,5Y,0.074578903
4526,AUD,AUD_6M,18/03/1994,15/06/1994,1,7Y,0.077075573
4527,AUD,AUD_6M,18/03/1994,15/06/1994,1,10Y,0.078282262
4529,AUD,AUD_6M,18/03/1994,15/06/1994,1,30Y,0.078497137
4530,AUD,AUD_6M,18/03/1994,21/12/1994,2,3Y,0.07553367
4531,AUD,AUD_6M,18/03/1994,21/12/1994,2,5Y,0.078118962
4532,AUD,AUD_6M,18/03/1994,21/12/1994,2,7Y,0.079719985
4533,AUD,AUD_6M,18/03/1994,21/12/1994,2,10Y,0.080155479
4535,AUD,AUD_6M,18/03/1994,21/12/1994,2,30Y,0.079624585
4536,AUD,AUD_6M,21/03/1994,22/03/1994,0,3Y,0.070101
4537,AUD,AUD_6M,21/03/1994,22/03/1994,0,5Y,0.074404146
4538,AUD,AUD_6M,21/03/1994,22/03/1994,0,7Y,0.077400652
4539,AUD,AUD_6M,21/03/1994,22/03/1994,0,10Y,0.079003768
4541,AUD,AUD_6M,21/03/1994,22/03/1994,0,30Y,0.079620193
4542,AUD,AUD_6M,21/03/1994,15/06/1994,1,3Y,0.072702676
4543,AUD,AUD_6M,21/03/1994,15/06/1994,1,5Y,0.076234235
4544,AUD,AUD_6M,21/03/1994,15/06/1994,1,7Y,0.07882308
4545,AUD,AUD_6M,21/03/1994,15/06/1994,1,10Y,0.08002024
4547,AUD,AUD_6M,21/03/1994,15/06/1994,1,30Y,0.080237031
4548,AUD,AUD_6M,21/03/1994,21/12/1994,2,3Y,0.077620086
4549,AUD,AUD_6M,21/03/1994,21/12/1994,2,5Y,0.079967035
4550,AUD,AUD_6M,21/03/1994,21/12/1994,2,7Y,0.081614774
4551,AUD,AUD_6M,21/03/1994,21/12/1994,2,10Y,0.082008041
4553,AUD,AUD_6M,21/03/1994,21/12/1994,2,30Y,0.081444032
4554,AUD,AUD_6M,22/03/1994,23/03/1994,0,3Y,0.069709974
4555,AUD,AUD_6M,22/03/1994,23/03/1994,0,5Y,0.074108434
4556,AUD,AUD_6M,22/03/1994,23/03/1994,0,7Y,0.077204768
4557,AUD,AUD_6M,22/03/1994,23/03/1994,0,10Y,0.078906393
4559,AUD,AUD_6M,22/03/1994,23/03/1994,0,30Y,0.079543479
4560,AUD,AUD_6M,22/03/1994,15/06/1994,1,3Y,0.072293347
4561,AUD,AUD_6M,22/03/1994,15/06/1994,1,5Y,0.075891466
4562,AUD,AUD_6M,22/03/1994,15/06/1994,1,7Y,0.078602545
4563,AUD,AUD_6M,22/03/1994,15/06/1994,1,10Y,0.079902041
4565,AUD,AUD_6M,22/03/1994,15/06/1994,1,30Y,0.080147583
4566,AUD,AUD_6M,22/03/1994,21/12/1994,2,3Y,0.077356592
4567,AUD,AUD_6M,22/03/1994,21/12/1994,2,5Y,0.079651163
4568,AUD,AUD_6M,22/03/1994,21/12/1994,2,7Y,0.081427357
4569,AUD,AUD_6M,22/03/1994,21/12/1994,2,10Y,0.081907442
4571,AUD,AUD_6M,22/03/1994,21/12/1994,2,30Y,0.081365367
4572,AUD,AUD_6M,23/03/1994,24/03/1994,0,3Y,0.067994676
4573,AUD,AUD_6M,23/03/1994,24/03/1994,0,5Y,0.072517285
4574,AUD,AUD_6M,23/03/1994,24/03/1994,0,7Y,0.07551074
4575,AUD,AUD_6M,23/03/1994,24/03/1994,0,10Y,0.077411216
4577,AUD,AUD_6M,23/03/1994,24/03/1994,0,30Y,0.078064349
4578,AUD,AUD_6M,23/03/1994,15/06/1994,1,3Y,0.070431516
4579,AUD,AUD_6M,23/03/1994,15/06/1994,1,5Y,0.074204415
4580,AUD,AUD_6M,23/03/1994,15/06/1994,1,7Y,0.076830945
4581,AUD,AUD_6M,23/03/1994,15/06/1994,1,10Y,0.078353534
4583,AUD,AUD_6M,23/03/1994,15/06/1994,1,30Y,0.078631709
4584,AUD,AUD_6M,23/03/1994,21/12/1994,2,3Y,0.075315215
4585,AUD,AUD_6M,23/03/1994,21/12/1994,2,5Y,0.077800767
4586,AUD,AUD_6M,23/03/1994,21/12/1994,2,7Y,0.079572038
4587,AUD,AUD_6M,23/03/1994,21/12/1994,2,10Y,0.080288849
4589,AUD,AUD_6M,23/03/1994,21/12/1994,2,30Y,0.079798712
4590,AUD,AUD_6M,24/03/1994,25/03/1994,0,3Y,0.069909732
4591,AUD,AUD_6M,24/03/1994,25/03/1994,0,5Y,0.074607654
4592,AUD,AUD_6M,24/03/1994,25/03/1994,0,7Y,0.077404474
4593,AUD,AUD_6M,24/03/1994,25/03/1994,0,10Y,0.079305671
4595,AUD,AUD_6M,24/03/1994,25/03/1994,0,30Y,0.079956795
4596,AUD,AUD_6M,24/03/1994,15/06/1994,1,3Y,0.072721498
4597,AUD,AUD_6M,24/03/1994,15/06/1994,1,5Y,0.076302653
4598,AUD,AUD_6M,24/03/1994,15/06/1994,1,7Y,0.078784087
4599,AUD,AUD_6M,24/03/1994,15/06/1994,1,10Y,0.080302711
4601,AUD,AUD_6M,24/03/1994,15/06/1994,1,30Y,0.080562407
4602,AUD,AUD_6M,24/03/1994,21/12/1994,2,3Y,0.078788033
4603,AUD,AUD_6M,24/03/1994,21/12/1994,2,5Y,0.079977891
4604,AUD,AUD_6M,24/03/1994,21/12/1994,2,7Y,0.081645262
4605,AUD,AUD_6M,24/03/1994,21/12/1994,2,10Y,0.082348224
4607,AUD,AUD_6M,24/03/1994,21/12/1994,2,30Y,0.081807447
4608,AUD,AUD_6M,25/03/1994,28/03/1994,0,3Y,0.070622073
4609,AUD,AUD_6M,25/03/1994,28/03/1994,0,5Y,0.076205436
4610,AUD,AUD_6M,25/03/1994,28/03/1994,0,7Y,0.078201901
4611,AUD,AUD_6M,25/03/1994,28/03/1994,0,10Y,0.079904378
4613,AUD,AUD_6M,25/03/1994,28/03/1994,0,30Y,0.080525564
4614,AUD,AUD_6M,25/03/1994,15/06/1994,1,3Y,0.073157133
4615,AUD,AUD_6M,25/03/1994,15/06/1994,1,5Y,0.077975491
4616,AUD,AUD_6M,25/03/1994,15/06/1994,1,7Y,0.079521357
4617,AUD,AUD_6M,25/03/1994,15/06/1994,1,10Y,0.080880963
4619,AUD,AUD_6M,25/03/1994,15/06/1994,1,30Y,0.081121218
4620,AUD,AUD_6M,25/03/1994,21/12/1994,2,3Y,0.078310634
4621,AUD,AUD_6M,25/03/1994,21/12/1994,2,5Y,0.081625304
4622,AUD,AUD_6M,25/03/1994,21/12/1994,2,7Y,0.082332657
4623,AUD,AUD_6M,25/03/1994,21/12/1994,2,10Y,0.082942491
4625,AUD,AUD_6M,25/03/1994,21/12/1994,2,30Y,0.082378772
4626,AUD,AUD_6M,28/03/1994,29/03/1994,0,3Y,0.071644476
4627,AUD,AUD_6M,28/03/1994,29/03/1994,0,5Y,0.076204692
4628,AUD,AUD_6M,28/03/1994,29/03/1994,0,7Y,0.080401091
4629,AUD,AUD_6M,28/03/1994,29/03/1994,0,10Y,0.079902577
4631,AUD,AUD_6M,28/03/1994,29/03/1994,0,30Y,0.080294435
4632,AUD,AUD_6M,28/03/1994,15/06/1994,1,3Y,0.074024606
4633,AUD,AUD_6M,28/03/1994,15/06/1994,1,5Y,0.078177154
4634,AUD,AUD_6M,28/03/1994,15/06/1994,1,7Y,0.081794601
4635,AUD,AUD_6M,28/03/1994,15/06/1994,1,10Y,0.080868287
4637,AUD,AUD_6M,28/03/1994,15/06/1994,1,30Y,0.08088086
4638,AUD,AUD_6M,28/03/1994,21/12/1994,2,3Y,0.078599033
4639,AUD,AUD_6M,28/03/1994,21/12/1994,2,5Y,0.082738567
4640,AUD,AUD_6M,28/03/1994,21/12/1994,2,7Y,0.084698992
4641,AUD,AUD_6M,28/03/1994,21/12/1994,2,10Y,0.082933534
