,Currency,Curve,Close Date,Forward Start Date,Forward Start Date Index,Maturity,Implied
60769,AUD,AUD_6M,10/03/2006,13/03/2006,0,5Y,0.058103942
60770,AUD,AUD_6M,10/03/2006,13/03/2006,0,7Y,0.058250757
60771,AUD,AUD_6M,10/03/2006,13/03/2006,0,10Y,0.058402889
60773,AUD,AUD_6M,10/03/2006,13/03/2006,0,30Y,0.056452797
60774,AUD,AUD_6M,10/03/2006,21/06/2006,1,3Y,0.057880606
60775,AUD,AUD_6M,10/03/2006,21/06/2006,1,5Y,0.058232152
60776,AUD,AUD_6M,10/03/2006,21/06/2006,1,7Y,0.05834627
60777,AUD,AUD_6M,10/03/2006,21/06/2006,1,10Y,0.058470599
60779,AUD,AUD_6M,10/03/2006,21/06/2006,1,30Y,0.056421508
60780,AUD,AUD_6M,10/03/2006,20/12/2006,2,3Y,0.058253653
60781,AUD,AUD_6M,10/03/2006,20/12/2006,2,5Y,0.058449666
60782,AUD,AUD_6M,10/03/2006,20/12/2006,2,7Y,0.058511744
60783,AUD,AUD_6M,10/03/2006,20/12/2006,2,10Y,0.058577166
60785,AUD,AUD_6M,10/03/2006,20/12/2006,2,30Y,0.056337192
60786,AUD,AUD_6M,13/03/2006,14/03/2006,0,3Y,0.058221
60787,AUD,AUD_6M,13/03/2006,14/03/2006,0,5Y,0.058703267
60788,AUD,AUD_6M,13/03/2006,14/03/2006,0,7Y,0.058899956
60789,AUD,AUD_6M,13/03/2006,14/03/2006,0,10Y,0.059102728
60791,AUD,AUD_6M,13/03/2006,14/03/2006,0,30Y,0.057103739
60792,AUD,AUD_6M,13/03/2006,21/06/2006,1,3Y,0.058510329
60793,AUD,AUD_6M,13/03/2006,21/06/2006,1,5Y,0.058872535
60794,AUD,AUD_6M,13/03/2006,21/06/2006,1,7Y,0.059032313
60795,AUD,AUD_6M,13/03/2006,21/06/2006,1,10Y,0.059196192
60797,AUD,AUD_6M,13/03/2006,21/06/2006,1,30Y,0.057085546
60798,AUD,AUD_6M,13/03/2006,20/12/2006,2,3Y,0.058968851
60799,AUD,AUD_6M,13/03/2006,20/12/2006,2,5Y,0.059144309
60800,AUD,AUD_6M,13/03/2006,20/12/2006,2,7Y,0.059244929
60801,AUD,AUD_6M,13/03/2006,20/12/2006,2,10Y,0.059333836
60803,AUD,AUD_6M,13/03/2006,20/12/2006,2,30Y,0.05701922
60804,AUD,AUD_6M,14/03/2006,15/03/2006,0,3Y,0.058073116
60805,AUD,AUD_6M,14/03/2006,15/03/2006,0,5Y,0.058553792
60806,AUD,AUD_6M,14/03/2006,15/03/2006,0,7Y,0.05875119
60807,AUD,AUD_6M,14/03/2006,15/03/2006,0,10Y,0.058953248
60809,AUD,AUD_6M,14/03/2006,15/03/2006,0,30Y,0.056991796
60810,AUD,AUD_6M,14/03/2006,21/06/2006,1,3Y,0.058343731
60811,AUD,AUD_6M,14/03/2006,21/06/2006,1,5Y,0.05871158
60812,AUD,AUD_6M,14/03/2006,21/06/2006,1,7Y,0.05887617
60813,AUD,AUD_6M,14/03/2006,21/06/2006,1,10Y,0.059039956
60815,AUD,AUD_6M,14/03/2006,21/06/2006,1,30Y,0.056974769
60816,AUD,AUD_6M,14/03/2006,20/12/2006,2,3Y,0.05880356
60817,AUD,AUD_6M,14/03/2006,20/12/2006,2,5Y,0.058983703
60818,AUD,AUD_6M,14/03/2006,20/12/2006,2,7Y,0.059095669
60819,AUD,AUD_6M,14/03/2006,20/12/2006,2,10Y,0.059177773
60821,AUD,AUD_6M,14/03/2006,20/12/2006,2,30Y,0.056909742
60822,AUD,AUD_6M,15/03/2006,16/03/2006,0,3Y,0.057365004
60823,AUD,AUD_6M,15/03/2006,16/03/2006,0,5Y,0.057804539
60824,AUD,AUD_6M,15/03/2006,16/03/2006,0,7Y,0.057950913
60825,AUD,AUD_6M,15/03/2006,16/03/2006,0,10Y,0.058103061
60827,AUD,AUD_6M,15/03/2006,16/03/2006,0,30Y,0.056151075
60828,AUD,AUD_6M,15/03/2006,21/06/2006,1,3Y,0.05754097
60829,AUD,AUD_6M,15/03/2006,21/06/2006,1,5Y,0.057913452
60830,AUD,AUD_6M,15/03/2006,21/06/2006,1,7Y,0.058030907
60831,AUD,AUD_6M,15/03/2006,21/06/2006,1,10Y,0.058158068
60833,AUD,AUD_6M,15/03/2006,21/06/2006,1,30Y,0.056118192
60834,AUD,AUD_6M,15/03/2006,20/12/2006,2,3Y,0.05790476
60835,AUD,AUD_6M,15/03/2006,20/12/2006,2,5Y,0.058119239
60836,AUD,AUD_6M,15/03/2006,20/12/2006,2,7Y,0.05818795
60837,AUD,AUD_6M,15/03/2006,20/12/2006,2,10Y,0.058252819
60839,AUD,AUD_6M,15/03/2006,20/12/2006,2,30Y,0.056029056
60840,AUD,AUD_6M,16/03/2006,17/03/2006,0,3Y,0.057362841
60841,AUD,AUD_6M,16/03/2006,17/03/2006,0,5Y,0.057803168
60842,AUD,AUD_6M,16/03/2006,17/03/2006,0,7Y,0.058150607
60843,AUD,AUD_6M,16/03/2006,17/03/2006,0,10Y,0.058352409
60845,AUD,AUD_6M,16/03/2006,17/03/2006,0,30Y,0.056429407
60846,AUD,AUD_6M,16/03/2006,21/06/2006,1,3Y,0.057558566
60847,AUD,AUD_6M,16/03/2006,21/06/2006,1,5Y,0.057924527
60848,AUD,AUD_6M,16/03/2006,21/06/2006,1,7Y,0.058268003
60849,AUD,AUD_6M,16/03/2006,21/06/2006,1,10Y,0.058415852
60851,AUD,AUD_6M,16/03/2006,21/06/2006,1,30Y,0.05640514
60852,AUD,AUD_6M,16/03/2006,20/12/2006,2,3Y,0.057967054
60853,AUD,AUD_6M,16/03/2006,20/12/2006,2,5Y,0.058178294
60854,AUD,AUD_6M,16/03/2006,20/12/2006,2,7Y,0.058484488
60855,AUD,AUD_6M,16/03/2006,20/12/2006,2,10Y,0.058526939
60857,AUD,AUD_6M,16/03/2006,20/12/2006,2,30Y,0.056328414
60858,AUD,AUD_6M,17/03/2006,20/03/2006,0,3Y,0.056703424
60859,AUD,AUD_6M,17/03/2006,20/03/2006,0,5Y,0.057054255
60860,AUD,AUD_6M,17/03/2006,20/03/2006,0,7Y,0.057200991
60861,AUD,AUD_6M,17/03/2006,20/03/2006,0,10Y,0.057353036
60863,AUD,AUD_6M,17/03/2006,20/03/2006,0,30Y,0.05542336
60864,AUD,AUD_6M,17/03/2006,21/06/2006,1,3Y,0.056797761
60865,AUD,AUD_6M,17/03/2006,21/06/2006,1,5Y,0.057111573
60866,AUD,AUD_6M,17/03/2006,21/06/2006,1,7Y,0.057252988
60867,AUD,AUD_6M,17/03/2006,21/06/2006,1,10Y,0.057384513
60869,AUD,AUD_6M,17/03/2006,21/06/2006,1,30Y,0.05537723
60870,AUD,AUD_6M,17/03/2006,20/12/2006,2,3Y,0.057070861
60871,AUD,AUD_6M,17/03/2006,20/12/2006,2,5Y,0.05725029
60872,AUD,AUD_6M,17/03/2006,20/12/2006,2,7Y,0.057374202
60873,AUD,AUD_6M,17/03/2006,20/12/2006,2,10Y,0.057453004
60875,AUD,AUD_6M,17/03/2006,20/12/2006,2,30Y,0.055268261
60876,AUD,AUD_6M,20/03/2006,21/03/2006,0,3Y,0.056650878
60877,AUD,AUD_6M,20/03/2006,21/03/2006,0,5Y,0.057003425
60878,AUD,AUD_6M,20/03/2006,21/03/2006,0,7Y,0.057250073
60879,AUD,AUD_6M,20/03/2006,21/03/2006,0,10Y,0.057402666
60881,AUD,AUD_6M,20/03/2006,21/03/2006,0,30Y,0.055414768
60882,AUD,AUD_6M,20/03/2006,21/06/2006,1,3Y,0.056741435
60883,AUD,AUD_6M,20/03/2006,21/06/2006,1,5Y,0.057068349
60884,AUD,AUD_6M,20/03/2006,21/06/2006,1,7Y,0.057317836
60885,AUD,AUD_6M,20/03/2006,21/06/2006,1,10Y,0.057435909
60887,AUD,AUD_6M,20/03/2006,21/06/2006,1,30Y,0.055368471
60888,AUD,AUD_6M,20/03/2006,20/12/2006,2,3Y,0.057010257
60889,AUD,AUD_6M,20/03/2006,20/12/2006,2,5Y,0.057227471
60890,AUD,AUD_6M,20/03/2006,20/12/2006,2,7Y,0.057461642
60891,AUD,AUD_6M,20/03/2006,20/12/2006,2,10Y,0.057507082
60893,AUD,AUD_6M,20/03/2006,20/12/2006,2,30Y,0.055258984
60894,AUD,AUD_6M,21/03/2006,22/03/2006,0,3Y,0.056752427
60895,AUD,AUD_6M,21/03/2006,22/03/2006,0,5Y,0.057103454
60896,AUD,AUD_6M,21/03/2006,22/03/2006,0,7Y,0.057250841
60897,AUD,AUD_6M,21/03/2006,22/03/2006,0,10Y,0.05740295
60899,AUD,AUD_6M,21/03/2006,22/03/2006,0,30Y,0.055412063
60900,AUD,AUD_6M,21/03/2006,21/06/2006,1,3Y,0.056853558
60901,AUD,AUD_6M,21/03/2006,21/06/2006,1,5Y,0.057165406
60902,AUD,AUD_6M,21/03/2006,21/06/2006,1,7Y,0.057305159
60903,AUD,AUD_6M,21/03/2006,21/06/2006,1,10Y,0.057436689
60905,AUD,AUD_6M,21/03/2006,21/06/2006,1,30Y,0.055369848
60906,AUD,AUD_6M,21/03/2006,20/12/2006,2,3Y,0.057136717
60907,AUD,AUD_6M,21/03/2006,20/12/2006,2,5Y,0.057309329
60908,AUD,AUD_6M,21/03/2006,20/12/2006,2,7Y,0.057430025
60909,AUD,AUD_6M,21/03/2006,20/12/2006,2,10Y,0.057508411
60911,AUD,AUD_6M,21/03/2006,20/12/2006,2,30Y,0.055260074
60912,AUD,AUD_6M,22/03/2006,23/03/2006,0,3Y,0.057204948
60913,AUD,AUD_6M,22/03/2006,23/03/2006,0,5Y,0.057604504
60914,AUD,AUD_6M,22/03/2006,23/03/2006,0,7Y,0.057800886
60915,AUD,AUD_6M,22/03/2006,23/03/2006,0,10Y,0.058003042
60917,AUD,AUD_6M,22/03/2006,23/03/2006,0,30Y,0.055981857
60918,AUD,AUD_6M,22/03/2006,21/06/2006,1,3Y,0.057351693
60919,AUD,AUD_6M,22/03/2006,21/06/2006,1,5Y,0.057704881
60920,AUD,AUD_6M,22/03/2006,21/06/2006,1,7Y,0.057879821
60921,AUD,AUD_6M,22/03/2006,21/06/2006,1,10Y,0.058057767
60923,AUD,AUD_6M,22/03/2006,21/06/2006,1,30Y,0.055950119
60924,AUD,AUD_6M,22/03/2006,20/12/2006,2,3Y,0.057679705
60925,AUD,AUD_6M,22/03/2006,20/12/2006,2,5Y,0.057915229
60926,AUD,AUD_6M,22/03/2006,20/12/2006,2,7Y,0.058046138
60927,AUD,AUD_6M,22/03/2006,20/12/2006,2,10Y,0.058160502
60929,AUD,AUD_6M,22/03/2006,20/12/2006,2,30Y,0.055858211
60930,AUD,AUD_6M,23/03/2006,24/03/2006,0,3Y,0.057002808
60931,AUD,AUD_6M,23/03/2006,24/03/2006,0,5Y,0.057403146
60932,AUD,AUD_6M,23/03/2006,24/03/2006,0,7Y,0.057600445
60933,AUD,AUD_6M,23/03/2006,24/03/2006,0,10Y,0.057802306
60935,AUD,AUD_6M,23/03/2006,24/03/2006,0,30Y,0.055729667
60936,AUD,AUD_6M,23/03/2006,21/06/2006,1,3Y,0.057126994
60937,AUD,AUD_6M,23/03/2006,21/06/2006,1,5Y,0.057493411
60938,AUD,AUD_6M,23/03/2006,21/06/2006,1,7Y,0.057673962
60939,AUD,AUD_6M,23/03/2006,21/06/2006,1,10Y,0.057851348
60941,AUD,AUD_6M,23/03/2006,21/06/2006,1,30Y,0.05569572
60942,AUD,AUD_6M,23/03/2006,20/12/2006,2,3Y,0.057425966
60943,AUD,AUD_6M,23/03/2006,20/12/2006,2,5Y,0.057681419
60944,AUD,AUD_6M,23/03/2006,20/12/2006,2,7Y,0.057831353
60945,AUD,AUD_6M,23/03/2006,20/12/2006,2,10Y,0.057941829
60947,AUD,AUD_6M,23/03/2006,20/12/2006,2,30Y,0.055593899
60948,AUD,AUD_6M,24/03/2006,27/03/2006,0,3Y,0.057253256
60949,AUD,AUD_6M,24/03/2006,27/03/2006,0,5Y,0.05765411
60950,AUD,AUD_6M,24/03/2006,27/03/2006,0,7Y,0.057800888
60951,AUD,AUD_6M,24/03/2006,27/03/2006,0,10Y,0.058002966
60953,AUD,AUD_6M,24/03/2006,27/03/2006,0,30Y,0.055994184
60954,AUD,AUD_6M,24/03/2006,21/06/2006,1,3Y,0.057414241
60955,AUD,AUD_6M,24/03/2006,21/06/2006,1,5Y,0.057742717
60956,AUD,AUD_6M,24/03/2006,21/06/2006,1,7Y,0.057877259
60957,AUD,AUD_6M,24/03/2006,21/06/2006,1,10Y,0.058055607
60959,AUD,AUD_6M,24/03/2006,21/06/2006,1,30Y,0.055962669
60960,AUD,AUD_6M,24/03/2006,20/12/2006,2,3Y,0.057796524
60961,AUD,AUD_6M,24/03/2006,20/12/2006,2,5Y,0.057937177
60962,AUD,AUD_6M,24/03/2006,20/12/2006,2,7Y,0.058046663
60963,AUD,AUD_6M,24/03/2006,20/12/2006,2,10Y,0.058161004
60965,AUD,AUD_6M,24/03/2006,20/12/2006,2,30Y,0.055873058
60966,AUD,AUD_6M,27/03/2006,28/03/2006,0,3Y,0.056751
60967,AUD,AUD_6M,27/03/2006,28/03/2006,0,5Y,0.057103398
60968,AUD,AUD_6M,27/03/2006,28/03/2006,0,7Y,0.057150054
60969,AUD,AUD_6M,27/03/2006,28/03/2006,0,10Y,0.057252729
60971,AUD,AUD_6M,27/03/2006,28/03/2006,0,30Y,0.055196233
60972,AUD,AUD_6M,27/03/2006,21/06/2006,1,3Y,0.056850459
60973,AUD,AUD_6M,27/03/2006,21/06/2006,1,5Y,0.057156181
60974,AUD,AUD_6M,27/03/2006,21/06/2006,1,7Y,0.057188703
60975,AUD,AUD_6M,27/03/2006,21/06/2006,1,10Y,0.057280309
60977,AUD,AUD_6M,27/03/2006,21/06/2006,1,30Y,0.055148699
60978,AUD,AUD_6M,27/03/2006,20/12/2006,2,3Y,0.057137759
60979,AUD,AUD_6M,27/03/2006,20/12/2006,2,5Y,0.057279156
60980,AUD,AUD_6M,27/03/2006,20/12/2006,2,7Y,0.057292188
60981,AUD,AUD_6M,27/03/2006,20/12/2006,2,10Y,0.057345155
60983,AUD,AUD_6M,27/03/2006,20/12/2006,2,30Y,0.055031326
60984,AUD,AUD_6M,28/03/2006,29/03/2006,0,3Y,0.056798905
60985,AUD,AUD_6M,28/03/2006,29/03/2006,0,5Y,0.057151176
60986,AUD,AUD_6M,28/03/2006,29/03/2006,0,7Y,0.057298379
60987,AUD,AUD_6M,28/03/2006,29/03/2006,0,10Y,0.057400879
60989,AUD,AUD_6M,28/03/2006,29/03/2006,0,30Y,0.055330569
60990,AUD,AUD_6M,28/03/2006,21/06/2006,1,3Y,0.056896149
60991,AUD,AUD_6M,28/03/2006,21/06/2006,1,5Y,0.057208865
60992,AUD,AUD_6M,28/03/2006,21/06/2006,1,7Y,0.057346378
60993,AUD,AUD_6M,28/03/2006,21/06/2006,1,10Y,0.057428834
60995,AUD,AUD_6M,28/03/2006,21/06/2006,1,30Y,0.055290859
60996,AUD,AUD_6M,28/03/2006,20/12/2006,2,3Y,0.057191214
60997,AUD,AUD_6M,28/03/2006,20/12/2006,2,5Y,0.057371381
60998,AUD,AUD_6M,28/03/2006,20/12/2006,2,7Y,0.057473889
60999,AUD,AUD_6M,28/03/2006,20/12/2006,2,10Y,0.057502848
61001,AUD,AUD_6M,28/03/2006,20/12/2006,2,30Y,0.055179418
61002,AUD,AUD_6M,29/03/2006,30/03/2006,0,3Y,0.057406523
61003,AUD,AUD_6M,29/03/2006,30/03/2006,0,5Y,0.05789916
61004,AUD,AUD_6M,29/03/2006,30/03/2006,0,7Y,0.058096857
61005,AUD,AUD_6M,29/03/2006,30/03/2006,0,10Y,0.058299376
61007,AUD,AUD_6M,29/03/2006,30/03/2006,0,30Y,0.056196998
61008,AUD,AUD_6M,29/03/2006,21/06/2006,1,3Y,0.057581849
61009,AUD,AUD_6M,29/03/2006,21/06/2006,1,5Y,0.058003718
61010,AUD,AUD_6M,29/03/2006,21/06/2006,1,7Y,0.05818247
61011,AUD,AUD_6M,29/03/2006,21/06/2006,1,10Y,0.058357575
61013,AUD,AUD_6M,29/03/2006,21/06/2006,1,30Y,0.056175174
61014,AUD,AUD_6M,29/03/2006,20/12/2006,2,3Y,0.058018576
61015,AUD,AUD_6M,29/03/2006,20/12/2006,2,5Y,0.058252968
61016,AUD,AUD_6M,29/03/2006,20/12/2006,2,7Y,0.058384263
61017,AUD,AUD_6M,29/03/2006,20/12/2006,2,10Y,0.058483283
61019,AUD,AUD_6M,29/03/2006,20/12/2006,2,30Y,0.056093906
61020,AUD,AUD_6M,30/03/2006,31/03/2006,0,3Y,0.057505591
61021,AUD,AUD_6M,30/03/2006,31/03/2006,0,5Y,0.057947749
61022,AUD,AUD_6M,30/03/2006,31/03/2006,0,7Y,0.058145791
61023,AUD,AUD_6M,30/03/2006,31/03/2006,0,10Y,0.058348286
61025,AUD,AUD_6M,30/03/2006,31/03/2006,0,30Y,0.056244227
61026,AUD,AUD_6M,30/03/2006,21/06/2006,1,3Y,0.057691516
61027,AUD,AUD_6M,30/03/2006,21/06/2006,1,5Y,0.05804632
61028,AUD,AUD_6M,30/03/2006,21/06/2006,1,7Y,0.058234371
61029,AUD,AUD_6M,30/03/2006,21/06/2006,1,10Y,0.058405297
61031,AUD,AUD_6M,30/03/2006,21/06/2006,1,30Y,0.056225834
61032,AUD,AUD_6M,30/03/2006,20/12/2006,2,3Y,0.058138635
61033,AUD,AUD_6M,30/03/2006,20/12/2006,2,5Y,0.058283575
61034,AUD,AUD_6M,30/03/2006,20/12/2006,2,7Y,0.058435325
61035,AUD,AUD_6M,30/03/2006,20/12/2006,2,10Y,0.058525842
61037,AUD,AUD_6M,30/03/2006,20/12/2006,2,30Y,0.056145209
61038,AUD,AUD_6M,31/03/2006,03/04/2006,0,3Y,0.057811
61039,AUD,AUD_6M,31/03/2006,03/04/2006,0,5Y,0.058252766
61040,AUD,AUD_6M,31/03/2006,03/04/2006,0,7Y,0.058449893
61041,AUD,AUD_6M,31/03/2006,03/04/2006,0,10Y,0.058652061
61043,AUD,AUD_6M,31/03/2006,03/04/2006,0,30Y,0.056604643
61044,AUD,AUD_6M,31/03/2006,21/06/2006,1,3Y,0.058012634
61045,AUD,AUD_6M,31/03/2006,21/06/2006,1,5Y,0.058360375
61046,AUD,AUD_6M,31/03/2006,21/06/2006,1,7Y,0.058543505
61047,AUD,AUD_6M,31/03/2006,21/06/2006,1,10Y,0.05871357
61049,AUD,AUD_6M,31/03/2006,21/06/2006,1,30Y,0.056583648
61050,AUD,AUD_6M,31/03/2006,20/12/2006,2,3Y,0.058458849
61051,AUD,AUD_6M,31/03/2006,20/12/2006,2,5Y,0.058598834
61052,AUD,AUD_6M,31/03/2006,20/12/2006,2,7Y,0.058746621
61053,AUD,AUD_6M,31/03/2006,20/12/2006,2,10Y,0.058835346
61055,AUD,AUD_6M,31/03/2006,20/12/2006,2,30Y,0.056507278
61056,AUD,AUD_6M,03/04/2006,04/04/2006,0,3Y,0.057810949
61057,AUD,AUD_6M,03/04/2006,04/04/2006,0,5Y,0.058253256
61058,AUD,AUD_6M,03/04/2006,04/04/2006,0,7Y,0.058399947
61059,AUD,AUD_6M,03/04/2006,04/04/2006,0,10Y,0.058602086
61061,AUD,AUD_6M,03/04/2006,04/04/2006,0,30Y,0.056522759
61062,AUD,AUD_6M,03/04/2006,21/06/2006,1,3Y,0.058009763
61063,AUD,AUD_6M,03/04/2006,21/06/2006,1,5Y,0.05836267
61064,AUD,AUD_6M,03/04/2006,21/06/2006,1,7Y,0.058491014
61065,AUD,AUD_6M,03/04/2006,21/06/2006,1,10Y,0.058665684
61067,AUD,AUD_6M,03/04/2006,21/06/2006,1,30Y,0.056504422
61068,AUD,AUD_6M,03/04/2006,20/12/2006,2,3Y,0.058452928
61069,AUD,AUD_6M,03/04/2006,20/12/2006,2,5Y,0.058581891
61070,AUD,AUD_6M,03/04/2006,20/12/2006,2,7Y,0.058679461
61071,AUD,AUD_6M,03/04/2006,20/12/2006,2,10Y,0.0587811
61073,AUD,AUD_6M,03/04/2006,20/12/2006,2,30Y,0.056422508
61074,AUD,AUD_6M,04/04/2006,05/04/2006,0,3Y,0.0581719
61075,AUD,AUD_6M,04/04/2006,05/04/2006,0,5Y,0.058653409
61076,AUD,AUD_6M,04/04/2006,05/04/2006,0,7Y,0.058900063
61077,AUD,AUD_6M,04/04/2006,05/04/2006,0,10Y,0.059102294
61079,AUD,AUD_6M,04/04/2006,05/04/2006,0,30Y,0.057001954
61080,AUD,AUD_6M,04/04/2006,21/06/2006,1,3Y,0.058407335
61081,AUD,AUD_6M,04/04/2006,21/06/2006,1,5Y,0.058786671
61082,AUD,AUD_6M,04/04/2006,21/06/2006,1,7Y,0.059017836
61083,AUD,AUD_6M,04/04/2006,21/06/2006,1,10Y,0.059177646
61085,AUD,AUD_6M,04/04/2006,21/06/2006,1,30Y,0.056993648
61086,AUD,AUD_6M,04/04/2006,20/12/2006,2,3Y,0.058897614
61087,AUD,AUD_6M,04/04/2006,20/12/2006,2,5Y,0.05904703
61088,AUD,AUD_6M,04/04/2006,20/12/2006,2,7Y,0.059244906
61089,AUD,AUD_6M,04/04/2006,20/12/2006,2,10Y,0.059308002
61091,AUD,AUD_6M,04/04/2006,20/12/2006,2,30Y,0.056922022
61092,AUD,AUD_6M,05/04/2006,06/04/2006,0,3Y,0.05842276
61093,AUD,AUD_6M,05/04/2006,06/04/2006,0,5Y,0.058803117
61094,AUD,AUD_6M,05/04/2006,06/04/2006,0,7Y,0.058900477
61095,AUD,AUD_6M,05/04/2006,06/04/2006,0,10Y,0.059002492
61097,AUD,AUD_6M,05/04/2006,06/04/2006,0,30Y,0.056957873
61098,AUD,AUD_6M,05/04/2006,21/06/2006,1,3Y,0.058652344
61099,AUD,AUD_6M,05/04/2006,21/06/2006,1,5Y,0.058922895
61100,AUD,AUD_6M,05/04/2006,21/06/2006,1,7Y,0.058998213
61101,AUD,AUD_6M,05/04/2006,21/06/2006,1,10Y,0.059070455
61103,AUD,AUD_6M,05/04/2006,21/06/2006,1,30Y,0.056930257
61104,AUD,AUD_6M,05/04/2006,20/12/2006,2,3Y,0.059065965
61105,AUD,AUD_6M,05/04/2006,20/12/2006,2,5Y,0.059098895
61106,AUD,AUD_6M,05/04/2006,20/12/2006,2,7Y,0.059153702
61107,AUD,AUD_6M,05/04/2006,20/12/2006,2,10Y,0.059165099
61109,AUD,AUD_6M,05/04/2006,20/12/2006,2,30Y,0.056837831
61110,AUD,AUD_6M,06/04/2006,07/04/2006,0,3Y,0.059282856
61111,AUD,AUD_6M,06/04/2006,07/04/2006,0,5Y,0.059603179
61112,AUD,AUD_6M,06/04/2006,07/04/2006,0,7Y,0.059600402
61113,AUD,AUD_6M,06/04/2006,07/04/2006,0,10Y,0.059652271
61115,AUD,AUD_6M,06/04/2006,07/04/2006,0,30Y,0.057600071
61116,AUD,AUD_6M,06/04/2006,21/06/2006,1,3Y,0.059520211
61117,AUD,AUD_6M,06/04/2006,21/06/2006,1,5Y,0.059742358
61118,AUD,AUD_6M,06/04/2006,21/06/2006,1,7Y,0.059695246
61119,AUD,AUD_6M,06/04/2006,21/06/2006,1,10Y,0.059725993
61121,AUD,AUD_6M,06/04/2006,21/06/2006,1,30Y,0.057606332
61122,AUD,AUD_6M,06/04/2006,20/12/2006,2,3Y,0.059835248
61123,AUD,AUD_6M,06/04/2006,20/12/2006,2,5Y,0.059893015
61124,AUD,AUD_6M,06/04/2006,20/12/2006,2,7Y,0.059800947
61125,AUD,AUD_6M,06/04/2006,20/12/2006,2,10Y,0.059798041
61127,AUD,AUD_6M,06/04/2006,20/12/2006,2,30Y,0.057568566
61128,AUD,AUD_6M,07/04/2006,10/04/2006,0,3Y,0.059275128
61129,AUD,AUD_6M,07/04/2006,10/04/2006,0,5Y,0.059602337
61130,AUD,AUD_6M,07/04/2006,10/04/2006,0,7Y,0.059849613
61131,AUD,AUD_6M,07/04/2006,10/04/2006,0,10Y,0.06000161
61133,AUD,AUD_6M,07/04/2006,10/04/2006,0,30Y,0.057929831
61134,AUD,AUD_6M,07/04/2006,21/06/2006,1,3Y,0.05951488
61135,AUD,AUD_6M,07/04/2006,21/06/2006,1,5Y,0.059755687
61136,AUD,AUD_6M,07/04/2006,21/06/2006,1,7Y,0.059977301
61137,AUD,AUD_6M,07/04/2006,21/06/2006,1,10Y,0.060085453
61139,AUD,AUD_6M,07/04/2006,21/06/2006,1,30Y,0.057943197
61140,AUD,AUD_6M,07/04/2006,20/12/2006,2,3Y,0.059828161
61141,AUD,AUD_6M,07/04/2006,20/12/2006,2,5Y,0.059967424
61142,AUD,AUD_6M,07/04/2006,20/12/2006,2,7Y,0.060150259
61143,AUD,AUD_6M,07/04/2006,20/12/2006,2,10Y,0.060179591
61145,AUD,AUD_6M,07/04/2006,20/12/2006,2,30Y,0.057918023
61146,AUD,AUD_6M,10/04/2006,11/04/2006,0,3Y,0.059539517
61147,AUD,AUD_6M,10/04/2006,11/04/2006,0,5Y,0.059902919
61148,AUD,AUD_6M,10/04/2006,11/04/2006,0,7Y,0.060149694
61149,AUD,AUD_6M,10/04/2006,11/04/2006,0,10Y,0.060301859
61151,AUD,AUD_6M,10/04/2006,11/04/2006,0,30Y,0.058309903
61152,AUD,AUD_6M,10/04/2006,21/06/2006,1,3Y,0.059780257
61153,AUD,AUD_6M,10/04/2006,21/06/2006,1,5Y,0.060057471
61154,AUD,AUD_6M,10/04/2006,21/06/2006,1,7Y,0.060279559
61155,AUD,AUD_6M,10/04/2006,21/06/2006,1,10Y,0.06038775
61157,AUD,AUD_6M,10/04/2006,21/06/2006,1,30Y,0.058325588
61158,AUD,AUD_6M,10/04/2006,20/12/2006,2,3Y,0.060140225
61159,AUD,AUD_6M,10/04/2006,20/12/2006,2,5Y,0.060283095
61160,AUD,AUD_6M,10/04/2006,20/12/2006,2,7Y,0.060470724
61161,AUD,AUD_6M,10/04/2006,20/12/2006,2,10Y,0.060495268
61163,AUD,AUD_6M,10/04/2006,20/12/2006,2,30Y,0.058309428
61164,AUD,AUD_6M,11/04/2006,12/04/2006,0,3Y,0.059840257
61165,AUD,AUD_6M,11/04/2006,12/04/2006,0,5Y,0.0602531
61166,AUD,AUD_6M,11/04/2006,12/04/2006,0,7Y,0.060249831
61167,AUD,AUD_6M,11/04/2006,12/04/2006,0,10Y,0.060402081
61169,AUD,AUD_6M,11/04/2006,12/04/2006,0,30Y,0.058449944
61170,AUD,AUD_6M,11/04/2006,21/06/2006,1,3Y,0.060105585
61171,AUD,AUD_6M,11/04/2006,21/06/2006,1,5Y,0.060404452
61172,AUD,AUD_6M,11/04/2006,21/06/2006,1,7Y,0.060362349
61173,AUD,AUD_6M,11/04/2006,21/06/2006,1,10Y,0.06049065
61175,AUD,AUD_6M,11/04/2006,21/06/2006,1,30Y,0.05846706
61176,AUD,AUD_6M,11/04/2006,20/12/2006,2,3Y,0.060501447
61177,AUD,AUD_6M,11/04/2006,20/12/2006,2,5Y,0.060557451
61178,AUD,AUD_6M,11/04/2006,20/12/2006,2,7Y,0.060497586
61179,AUD,AUD_6M,11/04/2006,20/12/2006,2,10Y,0.060581909
61181,AUD,AUD_6M,11/04/2006,20/12/2006,2,30Y,0.058445365
61182,AUD,AUD_6M,12/04/2006,13/04/2006,0,3Y,0.059591234
61183,AUD,AUD_6M,12/04/2006,13/04/2006,0,5Y,0.060003183
61184,AUD,AUD_6M,12/04/2006,13/04/2006,0,7Y,0.060049893
61185,AUD,AUD_6M,12/04/2006,13/04/2006,0,10Y,0.06015211
61187,AUD,AUD_6M,12/04/2006,13/04/2006,0,30Y,0.058220062
